ID,Points,Label
4069,1065,"Cpillin"
4070,696,"=Moonlight="
4071,623,"4GaFu4i"
4072,623,"Kiito"
4073,934,"†ŠeeКeя†"
4074,4035,"Nixmo"
4075,891,")D(Natsume"
4076,668,"weez17"
4077,1679,"TDPL"
4078,948,"Hellpigman"
4079,822,"Katzenzungen"
4080,1712,"Joseehe"
4081,2654,"Krisao"
4082,768,"BBlackSmitHH"
4083,841,"White Goose"
4084,5615,"xeno"
4085,1099,"kazuma"
4086,791,"FLFFL"
4087,974,"KomachiDing"
4088,2132,"Angrash"
4089,1528,"Oarsman"
4090,706,"Neveren"
4091,2204,"Frank Castle"
4092,1883,"XanaX"
4093,875,"Pit Castiglione"
4094,1185,"Skinєєx"
4095,1158,"Nihao"
4096,1623,"He Zubastik"
4097,901,"PPmaster"
4098,1346,"N9mkOik [CHEAT]"
4099,1964,"Łǿȡǿ4ƙą"
4100,885,"(1):0"
4101,1886,"BlueMeww"
4102,1267,"n000b is gay"
4103,1733,"?645654?"
4104,988,"NavernoPRO"
4105,794,"Nerfis"
4106,6073,"Mafuyu"
4107,683,"kurabo"
4108,4046,"Sama"
4109,2172,"Arch Linux"
4110,644,"Le Petit Prince"
4111,1017,"ζеρτ☯"
4112,782,"Be3yXa"
4113,771,"Deizú"
4114,1015,"¥MαtӈeüƧ¥"
4115,1696,"Đrậgǿи"
4116,705,"smvrf."
4117,726,"Mint_"
4118,1177,"not PeX"
4119,926,"Selrien"
4120,1394,"RawM"
4121,1004,"6ix9ine"
4122,668,"Murph"
4123,2381,"SUKA"
4124,1082,"✔atlantiz☯"
4125,856,"lolaa"
4126,1084,"RockerMan"
4127,762,"Gunzerker"
4128,793,"Chupuk"
4129,1153,"Kuleczeczko"
4130,931,"CAPITAN DNO"
4131,801,"Evy"
4132,1015,"ExBlack"
4133,1379,"Gwendo"
4134,1083,"uln"
4135,1322,"stiglitz"
4136,910,"Blxck"
4137,928,"nestling"
4138,1477,"lekting"
4139,1454,"Cirilo"
4140,1225,"Krókette"
4141,838,"WhiteKitty"
4142,1904,"UnCool Me"
4143,689,"dreadpiro"
4144,3393,"Jill"
4145,1336,"Kimii."
4146,881,"Pickle Rick"
4147,1043,"SebuZZZ"
4148,997,"cuntastic"
4149,1391,"Tookie"
4150,2251,"eNJi"
4151,914,"MooNz"
4152,669,"Ne[r]m[ ]sis"
4153,1246,"MaJIuHoBbIu SeX"
4154,1674,"Fckin'"
4155,2181,"Lex1"
4156,894,"Edy"
4157,755,"Lionheart"
4158,11189,"Knuski"
4159,763,"Shakoladik"
4160,1161,"omaiga"
4161,984,"Ehry"
4162,3266,"Zoɇy"
4163,661,"wixzu"
4164,1155,"Kot3ika"
4165,1176,"Gordena"
4166,623,"℟₳₥␢ǿ."
4167,4925,"SevenM1nutes"
4168,862,"take it easy"
4169,2089,"leaf"
4170,3556,"Shiro01"
4171,1185,"FlawelessTee"
4172,3259,"nopea"
4173,1880,"Kovu"
4174,1249,"Sanchez"
4175,782,"Rat"
4176,610,"Craetical"
4177,692,"Gabi<3"
4178,654,"LeBoss^ ^"
4179,1441,"Anzurus"
4180,773,"Seox"
4181,1059,"Seven-"
4182,845,"nt#"
4183,1030,"Hateppl"
4184,1213,"shadowdragon"
4185,1199,"Fizz mid"
4186,4753,"Jeeand"
4187,1307,"Eratyck"
4188,769,"Marcezeman"
4189,1209,"Pelicannibal"
4190,616,"VisiøƞX"
4191,2143,"Moby Dick"
4192,2113,"Eileen.-"
4193,711,"Fofimen -Sama"
4194,2022,"Knuskii"
4195,2215,"AbriBri"
4196,763,"ıηx"
4197,893,"kamino"
4198,2898,"Natzer"
4199,3703,"Miu"
4200,2274,"Skiliou"
4201,1418,"Shiro Len"
4202,666,"moustachee"
4203,1382,"rata asquerosa"
4204,2580,"Schnuffelpuff"
4205,830,"VanDann"
4206,945,"-empty"
4207,700,"Eikou-x"
4208,736,"Kιmιƶƶu"
4209,628,"H٤иđعгĩα"
4210,3381,"Arii"
4211,3463,"The Real Nami"
4212,1052,"Yukister"
4213,1003,"Oss"
4214,1787,"snejno-"
4215,655,"Patooty"
4216,1050,"Porphy"
4217,756,"Chavrya"
4218,1699,"PlantKnight"
4219,824,"зюзя"
4220,1328,"seensq1ze"
4221,611,"GWeed"
4222,1359,"ichaiex"
4223,907,"Icez_Doez"
4224,1193,"Noe"
4225,1041,"( ° ͜ʖ °)"
4226,2101,"Doid"
4227,3175,"Millar.-"
4228,929,"₣₳ĐɆ"
4229,2563,"nullptr"
4230,1778,"TeMmIe"
4231,759,"NULL"
4232,682,"ĶęĶşÎĶ"
4233,2352,"PolarBear"
4234,745,"Styx"
4235,666,"Jeeandx"
4236,804,"Visten"
4237,1726,"cкoтoбаза"
4238,1631,"Sopol"
4239,1869,"Nessa"
4240,617,"chiliking"
4241,1179,"sera"
4242,2697,"ẅøлƒ"
4243,1043,"Chirimoya"
4244,1145,"TheHypek"
4245,687,"MäßigBaba"
4246,839,"redboy"
4247,1482,"mythos :)"
4248,680,"Vorpallulu"
4249,1620,"EkLip$"
4250,870,"akif"
4251,691,"lFarlix"
4252,870,"Steiblift"
4253,680,"N9mkOik [BOT]"
4254,769,"Adelante"
4255,2177,"AM|WolfyLenny"
4256,693,"Lillo~"
4257,832,"ɑɱɑɀɩɲɢ'"
4258,632,"nameless  tee"
4259,718,"xyz♱erq"
4260,1634,"Mewie"
4261,3348,"Nuqo"
4262,1619,"izuginge"
4263,969,"Ðʀєᴀᴍ∞"
4264,1228,"Jim Lahey"
4265,1281,"Lato"
4266,809,"Λbstrαct"
4267,802,"INatsuI"
4268,621,"RayTen ♄"
4269,609,"StarkiIIer"
4270,921,"Λrktis"
4271,1154,"bultito"
4272,628,"Λbsoliwt   ☿"
4273,2274,"enemy of all"
4274,654,"су.гроб"
4275,637,"Chih13"
4276,839,"golum gei"
4277,1273,"Tadzio"
4278,1191,"Twike™"
4279,863,"OneLimeyBoi"
4280,942,"Baudrillard"
4281,883,"ZamGo"
4282,1127,"Noctem"
4283,1378,"MoonCake"
4284,911,"Ethereal'"
4285,904,"Aquiver|"
4286,1024,"AskAlexandria"
4287,1418,"⌃⌙⌃"
4288,663,"Fuchzi"
4289,1528,"mamuel"
4290,696,"Ɍøηɋȵ"
4291,734,"ItsLfire"
4292,2131,"?#@"
4293,825,"Hentai Senpai"
4294,1046,"Nendeto"
4295,822,"Acrolol"
4296,687,"Techi"
4297,979,"|||KINDER|||"
4298,1501,"Al.Se."
4299,1111,"coany"
4300,1337,"ɱelanդie"
4301,986,"Vexis"
4302,1185,"Fantome"
4303,695,"Аффинаж"
4304,2187,"Xop9"
4305,3702,"Pish4"
4306,1809,"cute af"
4307,787,"Темно"
4308,1088,"papi virgin"
4309,1007,"pozik"
4310,1585,"vak"
4311,1002,"KsSmoke"
4312,1396,"Holly Short"
4313,2000,"Jore"
4314,696,"mugge"
4315,1774,"J3"
4316,703,"Archu"
4317,1723,"kosior"
4318,1525,"Kaneki-Ken"
4319,631,"Skinerror404"
4320,919,"Phazeyy"
4321,927,"Derek Redmond"
4322,812,"Kiana Kaslana"
4323,636,"furcatus"
4324,1927,"Linkx3"
4325,1020,"KirtL"
4326,837,"Sa[Y]reX"
4327,784,"Yonil"
4328,711,"Demon Huntress"
4329,627,"laggy natsu"
4330,610,"S†S' YaBaDaBa"
4331,692,"THC"
4332,1457,"Sawyn"
4333,1107,"Raolin"
4334,613,"Linah"
4335,714,"Chu₪tly"
4336,802,"ayy dragan"
4337,1141,"Seele Vollerei"
